source_line,day,session,price,pdh,pdl,pdc,ema200,ema50,tree,regime,composite,open_px,close_px,realized,ret,period
185,2026-08-03,ASIA,28284.0,28965.0,28313.0,28891.75,27352.7973,28216.7749,neutral,long,long,28284.0,28592.75,1,308.75,holdout
186,2026-08-03,LONDON,28592.75,28965.0,28313.0,28891.75,27352.7973,28331.6757,neutral,long,long,28592.75,28629.25,1,36.5,holdout
187,2026-08-03,NY,28459.25,28965.0,28313.0,28891.75,27352.7973,28380.4978,neutral,long,long,28629.25,28900.5,1,271.25,holdout
188,2026-08-04,ASIA,28929.25,29956.5,28831.5,29863.5,27377.7794,28507.7051,neutral,long,long,28929.25,29072.75,1,143.5,holdout
189,2026-08-04,LONDON,29072.75,29956.5,28831.5,29863.5,27377.7794,28639.8136,neutral,long,long,29072.75,29469.0,1,396.25,holdout
190,2026-08-04,NY,29202.75,29956.5,28831.5,29863.5,27377.7794,28758.4473,neutral,long,long,29469.0,29865.75,1,396.75,holdout
191,2026-08-05,ASIA,29819.0,30073.25,29530.75,29615.0,27400.0403,29027.4887,neutral,long,long,29819.0,29970.0,1,151.0,holdout
192,2026-08-05,LONDON,29970.0,30073.25,29530.75,29615.0,27400.0403,29261.1226,neutral,long,long,29970.0,30049.5,1,79.5,holdout
193,2026-08-05,NY,29915.5,30073.25,29530.75,29615.0,27400.0403,29415.9443,neutral,long,long,30049.5,29608.5,-1,-441.0,holdout
194,2026-08-06,ASIA,29594.75,29686.25,29241.0,29488.25,27420.8185,29508.894,neutral,long,long,29594.75,29521.5,-1,-73.25,holdout
195,2026-08-06,LONDON,29521.5,29686.25,29241.0,29488.25,27420.8185,29526.0368,neutral,neutral,neutral,29521.5,29527.5,1,6.0,holdout
196,2026-08-06,NY,29399.0,29686.25,29241.0,29488.25,27420.8185,29516.2909,neutral,neutral,neutral,29527.5,29496.75,-1,-30.75,holdout
197,2026-08-07,ASIA,29504.5,29867.25,29455.0,29834.75,27444.8377,29521.5545,neutral,neutral,neutral,29504.5,29552.75,1,48.25,holdout
198,2026-08-07,LONDON,29552.75,29867.25,29455.0,29834.75,27444.8377,29525.0787,neutral,long,long,29552.75,29678.75,1,126.0,holdout
199,2026-08-07,NY,29843.5,29867.25,29455.0,29834.75,27444.8377,29553.4231,neutral,long,long,29678.75,29833.75,1,155.0,holdout
200,2026-08-10,ASIA,29841.0,29985.0,29719.0,29737.0,27467.6453,29611.5041,long,long,long,29841.0,29908.75,1,67.75,holdout
201,2026-08-10,LONDON,29908.75,29985.0,29719.0,29737.0,27467.6453,29682.1153,neutral,long,long,29908.75,29806.75,-1,-102.0,holdout
202,2026-08-10,NY,29777.75,29985.0,29719.0,29737.0,27467.6453,29735.5987,long,long,long,29806.75,29743.25,-1,-63.5,holdout
203,2026-08-11,ASIA,29763.75,29887.0,29533.5,29626.0,27489.1214,29747.9121,neutral,long,long,29763.75,29754.75,-1,-9.0,holdout
204,2026-08-11,LONDON,29754.75,29887.0,29533.5,29626.0,27489.1214,29760.3254,neutral,neutral,neutral,29754.75,29733.0,-1,-21.75,holdout
205,2026-08-11,NY,29832.25,29887.0,29533.5,29626.0,27489.1214,29768.1919,neutral,long,long,29733.0,29635.0,-1,-98.0,holdout
206,2026-08-12,ASIA,29647.25,30001.5,29625.0,29853.25,27512.6451,29737.9358,neutral,neutral,neutral,29647.25,29736.25,1,89.0,holdout
207,2026-08-12,LONDON,29736.25,30001.5,29625.0,29853.25,27512.6451,29723.4652,neutral,neutral,neutral,29736.25,29907.25,1,171.0,holdout
208,2026-08-12,NY,29919.75,30001.5,29625.0,29853.25,27512.6451,29745.9128,neutral,long,long,29907.25,29852.75,-1,-54.5,holdout
209,2026-08-13,ASIA,29807.25,30273.25,29780.5,30188.5,27539.2705,29779.8803,neutral,long,long,29807.25,29888.25,1,81.0,holdout
210,2026-08-13,LONDON,29888.25,30273.25,29780.5,30188.5,27539.2705,29800.3273,neutral,long,long,29888.25,30175.75,1,287.5,holdout
211,2026-08-13,NY,29880.75,30273.25,29780.5,30188.5,27539.2705,29818.3272,neutral,long,long,30175.75,30194.75,1,19.0,holdout
212,2026-08-14,ASIA,30216.25,30287.25,30025.0,30141.75,27565.1659,29921.3682,neutral,long,long,30216.25,30172.5,-1,-43.75,holdout
213,2026-08-14,LONDON,30172.5,30287.25,30025.0,30141.75,27565.1659,29989.0036,neutral,long,long,30172.5,30226.5,1,54.0,holdout
214,2026-08-14,NY,30268.5,30287.25,30025.0,30141.75,27565.1659,30048.4286,neutral,long,long,30226.5,30144.5,-1,-82.0,holdout
215,2026-08-17,ASIA,30154.75,30339.75,30053.25,30096.0,27590.3483,30067.2718,long,long,long,30154.75,30324.75,1,170.0,holdout
216,2026-08-17,LONDON,30324.75,30339.75,30053.25,30096.0,27590.3483,30110.6579,neutral,long,long,30324.75,30234.5,-1,-90.25,holdout
217,2026-08-17,NY,30202.0,30339.75,30053.25,30096.0,27590.3483,30153.5135,neutral,long,long,30234.5,30091.0,-1,-143.5,holdout
218,2026-08-18,ASIA,30080.25,30124.25,29514.0,29586.0,27610.2055,30154.2833,neutral,neutral,neutral,30080.25,29893.0,-1,-187.25,holdout
219,2026-08-18,LONDON,29893.0,30124.25,29514.0,29586.0,27610.2055,30104.4298,neutral,neutral,neutral,29893.0,29647.5,-1,-245.5,holdout
220,2026-08-18,NY,29714.0,30124.25,29514.0,29586.0,27610.2055,30022.2721,long,neutral,long,29647.5,29587.0,-1,-60.5,holdout
221,2026-08-19,ASIA,29560.0,29759.0,29375.75,29512.75,27629.1363,29904.9767,long,neutral,long,29560.0,29558.25,-1,-1.75,holdout
222,2026-08-19,LONDON,29558.25,29759.0,29375.75,29512.75,27629.1363,29799.9681,long,neutral,long,29558.25,29496.5,-1,-61.75,holdout
223,2026-08-19,NY,29742.75,29759.0,29375.75,29512.75,27629.1363,29748.8609,neutral,neutral,neutral,29496.5,29521.75,1,25.25,holdout
224,2026-08-20,ASIA,29559.0,29688.5,29202.5,29300.5,27645.7668,29695.7893,neutral,neutral,neutral,29559.0,29672.0,1,113.0,holdout
225,2026-08-20,LONDON,29672.0,29688.5,29202.5,29300.5,27645.7668,29678.2219,neutral,neutral,neutral,29672.0,29353.0,-1,-319.0,holdout
226,2026-08-20,NY,29346.0,29688.5,29202.5,29300.5,27645.7668,29634.3493,long,neutral,long,29353.0,29304.0,-1,-49.0,holdout
227,2026-08-21,ASIA,29317.0,29539.75,29220.25,29387.75,27663.1,29549.366,neutral,neutral,neutral,29317.0,29387.25,1,70.25,holdout
228,2026-08-21,LONDON,29387.25,29539.75,29220.25,29387.75,27663.1,29493.629,short,neutral,short,29387.25,29303.5,-1,-83.75,holdout
229,2026-08-21,NY,29511.5,29539.75,29220.25,29387.75,27663.1,29487.6049,neutral,long,long,29303.5,29396.0,1,92.5,holdout
230,2026-08-24,ASIA,29370.0,29480.5,28947.75,29105.75,27677.4547,29458.5682,neutral,neutral,neutral,29370.0,29164.0,-1,-206.0,holdout
231,2026-08-24,LONDON,29164.0,29480.5,28947.75,29105.75,27677.4547,29423.965,long,neutral,long,29164.0,29021.75,-1,-142.25,holdout
232,2026-08-24,NY,29205.5,29480.5,28947.75,29105.75,27677.4547,29369.4413,long,neutral,long,29021.75,29099.75,1,78.0,holdout
233,2026-08-25,ASIA,29131.0,29420.0,29016.75,29276.75,27693.3681,29301.3107,neutral,neutral,neutral,29131.0,29262.75,1,131.75,holdout
234,2026-08-25,LONDON,29262.75,29420.0,29016.75,29276.75,27693.3681,29259.7305,short,neutral,short,29262.75,29311.5,1,48.75,holdout
235,2026-08-25,NY,29333.75,29420.0,29016.75,29276.75,27693.3681,29275.7428,neutral,long,long,29311.5,29270.75,-1,-40.75,holdout
236,2026-08-26,ASIA,29287.0,29437.25,29095.5,29289.5,27709.25,29272.861,short,neutral,short,29287.0,29251.75,-1,-35.25,holdout
237,2026-08-26,LONDON,29251.75,29437.25,29095.5,29289.5,27709.25,29256.4087,neutral,neutral,neutral,29251.75,29331.5,1,79.75,holdout
238,2026-08-26,NY,29152.0,29437.25,29095.5,29289.5,27709.25,29246.9235,neutral,neutral,neutral,29331.5,29298.75,-1,-32.75,holdout
239,2026-08-27,ASIA,29431.0,29707.5,29402.25,29695.75,27729.0162,29260.8101,neutral,long,long,29431.0,29498.0,1,67.0,holdout
240,2026-08-27,LONDON,29498.0,29707.5,29402.25,29695.75,27729.0162,29333.9676,neutral,long,long,29498.0,29482.75,-1,-15.25,holdout
241,2026-08-27,NY,29522.5,29707.5,29402.25,29695.75,27729.0162,29389.9662,neutral,long,long,29482.75,29692.25,1,209.5,holdout
242,2026-08-28,ASIA,29635.25,29811.75,29437.0,29491.75,27746.5558,29449.9043,neutral,long,long,29635.25,29645.0,1,9.75,holdout
243,2026-08-28,LONDON,29645.0,29811.75,29437.0,29491.75,27746.5558,29502.2498,neutral,long,long,29645.0,29629.75,-1,-15.25,holdout
244,2026-08-28,NY,29658.5,29811.75,29437.0,29491.75,27746.5558,29531.7468,neutral,long,long,29629.75,29496.25,-1,-133.5,holdout
245,2026-08-31,ASIA,29509.5,29543.5,29273.5,29513.0,27764.1323,29536.9641,short,neutral,short,29509.5,29516.75,1,7.25,holdout
246,2026-08-31,LONDON,29516.75,29543.5,29273.5,29513.0,27764.1323,29492.7093,neutral,long,long,29516.75,29438.75,-1,-78.0,holdout
247,2026-08-31,NY,29389.75,29543.5,29273.5,29513.0,27764.1323,29484.6421,neutral,neutral,neutral,29438.75,29507.5,1,68.75,holdout
248,2026-09-01,ASIA,29521.5,29571.0,29001.75,29125.5,27777.6783,29474.4903,neutral,long,long,29521.5,29515.0,-1,-6.5,holdout
249,2026-09-01,LONDON,29515.0,29571.0,29001.75,29125.5,27777.6783,29482.1283,neutral,long,long,29515.0,29105.5,-1,-409.5,holdout
250,2026-09-01,NY,29125.75,29571.0,29001.75,29125.5,27777.6783,29428.5233,long,neutral,long,29105.5,29125.25,1,19.75,holdout
251,2026-09-02,ASIA,29139.0,29212.5,28927.25,29143.0,27791.2636,29355.0101,short,neutral,short,29139.0,29076.75,-1,-62.25,holdout
252,2026-09-02,LONDON,29076.75,29212.5,28927.25,29143.0,27791.2636,29281.3497,short,neutral,short,29076.75,29062.5,-1,-14.25,holdout
253,2026-09-02,NY,29040.0,29212.5,28927.25,29143.0,27791.2636,29219.5777,neutral,neutral,neutral,29062.5,29189.75,1,127.25,holdout
